ID,recency,frequency,monetary,r_score,f_score,m_score,segment
10757,36,3,13,4,1,1,New / Promising
4023,29,7,115,4,2,2,New / Promising
6679,29,3,16,4,1,1,New / Promising
9923,6,6,92,5,2,2,New / Promising
7181,97,5,52,1,2,1,Hibernating
3599,61,20,1464,2,5,5,At Risk
405,68,13,441,2,3,3,Hibernating
6870,73,11,283,2,3,3,Hibernating
832,90,20,747,1,5,4,At Risk
2002,81,16,1870,1,4,5,At Risk
3657,1,8,165,5,2,2,New / Promising
500,79,23,1941,2,5,5,At Risk
1951,92,21,839,1,5,4,At Risk
3262,31,24,1655,4,5,5,Champions
4102,46,3,23,3,1,1,Needs Attention
7042,14,5,66,5,2,2,New / Promising
10598,89,5,37,1,2,1,Hibernating
255,31,4,21,4,1,1,New / Promising
2375,75,3,22,2,1,1,Hibernating
9829,42,6,78,3,2,2,Needs Attention
6214,53,5,79,3,2,2,Needs Attention
4954,53,11,265,3,3,3,Needs Attention
7861,23,17,1175,4,4,5,Champions
4837,57,26,1305,3,5,5,Needs Attention
9423,49,6,46,3,2,1,Needs Attention
4198,6,3,25,5,1,1,New / Promising
153,29,4,46,4,1,1,New / Promising
9323,5,22,874,5,5,4,Champions
10001,98,6,100,1,2,2,Hibernating
3945,80,23,930,1,5,4,At Risk
3799,4,20,868,5,5,4,Champions
8625,70,6,45,2,2,1,Hibernating
3491,32,25,1260,4,5,5,Champions
983,82,11,414,1,3,3,Hibernating
9119,27,13,392,4,3,3,Loyal
4786,94,25,1109,1,5,4,At Risk
5872,23,18,639,4,4,4,Champions
6568,97,5,79,1,2,2,Hibernating
5628,25,23,1665,4,5,5,Champions
5631,92,17,692,1,4,4,At Risk
4974,98,19,1392,1,4,5,At Risk
8416,19,5,44,4,2,1,New / Promising
5454,80,5,50,1,2,1,Hibernating
4095,80,13,467,1,3,3,Hibernating
5474,79,9,223,2,3,3,Hibernating
4268,50,8,158,3,2,2,Needs Attention
10701,60,27,1211,2,5,5,At Risk
3507,44,12,1575,3,3,5,Needs Attention
2079,0,21,1208,5,5,5,Champions
626,28,4,43,4,1,1,New / Promising
4426,35,15,527,4,4,3,Loyal
2591,49,13,932,3,3,4,Needs Attention
10509,46,6,71,3,2,2,Needs Attention
6382,97,4,54,1,1,1,Hibernating
6673,51,6,129,3,2,2,Needs Attention
7441,80,24,1615,1,5,5,At Risk
1071,10,23,1034,5,5,4,Champions
10061,29,23,1088,4,5,4,Champions
7187,52,18,721,3,4,4,Needs Attention
8775,74,7,137,2,2,2,Hibernating
1612,82,6,47,1,2,1,Hibernating
2345,54,16,1244,3,4,5,Needs Attention
322,93,5,41,1,2,1,Hibernating
10897,63,27,1174,2,5,5,At Risk
123,92,13,993,1,3,4,Can't Lose Them
6103,40,6,100,3,2,2,Needs Attention
7899,70,15,1680,2,4,5,At Risk
10500,96,7,98,1,2,2,Hibernating
1655,81,4,48,1,1,1,Hibernating
2406,63,16,519,2,4,3,At Risk
2712,85,19,715,1,4,4,At Risk
5517,51,4,37,3,1,1,Needs Attention
10643,23,18,653,4,4,4,Champions
2254,95,20,1455,1,5,5,At Risk
10281,11,17,602,5,4,3,Loyal
6958,42,4,26,3,1,1,Needs Attention
954,77,6,102,2,2,2,Hibernating
5079,82,6,97,1,2,2,Hibernating
10339,83,9,207,1,3,3,Hibernating
4643,40,7,176,3,2,2,Needs Attention
3117,95,12,450,1,3,3,Hibernating
6497,32,13,433,4,3,3,Loyal
5396,48,29,1366,3,5,5,Needs Attention
5250,75,21,1564,2,5,5,At Risk
1052,24,24,1001,4,5,4,Champions
2802,61,17,961,2,4,4,At Risk
6343,6,22,1518,5,5,5,Champions
6507,16,6,56,5,2,2,New / Promising
7901,39,3,22,3,1,1,Needs Attention
4865,2,14,400,5,3,3,Loyal
2686,49,3,26,3,1,1,Needs Attention
3107,31,12,350,4,3,3,Loyal
7734,58,21,1216,3,5,5,Needs Attention
1146,5,22,874,5,5,4,Champions
11031,90,4,40,1,1,1,Hibernating
7428,47,18,1367,3,4,5,Needs Attention
975,25,10,264,4,3,3,Loyal
1103,60,18,2053,2,4,5,At Risk
3422,67,9,1376,2,3,5,Can't Lose Them
1055,40,4,45,3,1,1,Needs Attention
6544,63,24,976,2,5,4,At Risk
1241,1,4,51,5,1,1,New / Promising
2909,89,18,1264,1,4,5,At Risk
5802,40,6,75,3,2,2,Needs Attention
1407,5,5,57,5,2,2,New / Promising
6183,3,7,140,5,2,2,New / Promising
340,1,17,497,5,4,3,Loyal
5991,24,10,266,4,3,3,Loyal
3104,89,20,2006,1,5,5,At Risk
9729,48,17,615,3,4,3,Needs Attention
1008,31,23,1021,4,5,4,Champions
11091,68,4,22,2,1,1,Hibernating
3969,46,6,133,3,2,2,Needs Attention
1916,92,14,437,1,3,3,Hibernating
9907,80,24,1013,1,5,4,At Risk
87,16,5,57,5,2,2,New / Promising
8659,50,25,1038,3,5,4,Needs Attention
6262,93,21,1573,1,5,5,At Risk
6147,51,3,28,3,1,1,Needs Attention
8832,24,7,123,4,2,2,New / Promising
10067,79,3,13,1,1,1,Hibernating
7532,26,7,132,4,2,2,New / Promising
4915,86,19,732,1,4,4,At Risk
2115,68,5,66,2,2,2,Hibernating
2088,98,23,1631,1,5,5,At Risk
2493,34,16,608,4,4,3,Loyal
6292,60,17,1822,2,4,5,At Risk
1631,3,19,1282,5,4,5,Champions
10104,65,3,8,2,1,1,Hibernating
3006,83,4,43,1,1,1,Hibernating
3919,64,19,1931,2,4,5,At Risk
11181,85,0,8,1,1,1,Hibernating
642,69,5,103,2,2,2,Hibernating
4369,48,14,1169,3,3,4,Needs Attention
10127,21,14,395,4,3,3,Loyal
271,30,10,258,4,3,3,Loyal
4973,39,4,25,3,1,1,Needs Attention
2948,76,9,185,2,3,2,Hibernating
2715,11,7,180,5,2,2,New / Promising
10432,26,4,22,4,1,1,New / Promising
9216,34,5,44,4,2,1,New / Promising
7124,72,7,94,2,2,2,Hibernating
9727,13,6,81,5,2,2,New / Promising
5136,58,21,798,3,5,4,Needs Attention
9790,12,18,1334,5,4,5,Champions
1818,23,4,38,4,1,1,New / Promising
1100,33,7,61,4,2,2,New / Promising
7873,30,12,300,4,3,3,Loyal
10609,15,6,88,5,2,2,New / Promising
6950,25,5,54,4,2,1,New / Promising
7233,4,14,1782,5,3,5,Loyal
9481,80,7,68,1,2,2,Hibernating
7699,30,10,258,4,3,3,Loyal
2711,6,4,31,5,1,1,New / Promising
8933,16,6,66,5,2,2,New / Promising
8726,57,8,174,3,2,2,Needs Attention
1515,9,4,28,5,1,1,New / Promising
5186,59,20,731,2,5,4,At Risk
10157,78,11,274,2,3,3,Hibernating
5667,90,23,1701,1,5,5,At Risk
902,74,12,312,2,3,3,Hibernating
977,10,14,414,5,3,3,Loyal
7313,63,22,1565,2,5,5,At Risk
7600,13,4,29,5,1,1,New / Promising
9706,98,6,94,1,2,2,Hibernating
2429,4,17,1338,5,4,5,Champions
3520,94,14,1092,1,3,4,Can't Lose Them
10394,91,17,1479,1,4,5,At Risk
4548,66,4,54,2,1,1,Hibernating
9362,14,17,568,5,4,3,Loyal
3968,77,26,1199,2,5,5,At Risk
4084,41,21,873,3,5,4,Needs Attention
6721,21,14,1213,4,3,5,Loyal
2829,25,20,731,4,5,4,Champions
1772,2,18,2043,5,4,5,Champions
1544,51,16,1893,3,4,5,Needs Attention
492,3,14,424,5,3,3,Loyal
4377,32,13,575,4,3,3,Loyal
4541,84,10,257,1,3,3,Hibernating
1321,49,6,56,3,2,2,Needs Attention
8858,69,17,542,2,4,3,At Risk
3266,96,6,125,1,2,2,Hibernating
11187,23,6,69,4,2,2,New / Promising
8207,18,4,40,5,1,1,New / Promising
9723,8,24,1016,5,5,4,Champions
2666,21,22,907,4,5,4,Champions
5721,60,23,1566,2,5,5,At Risk
10652,48,14,1169,3,3,4,Needs Attention
1646,36,5,46,4,2,1,New / Promising
4418,36,24,1644,4,5,5,Champions
2656,63,4,59,2,1,2,Hibernating
7990,2,3,17,5,1,1,New / Promising
8722,38,24,1853,4,5,5,Champions
7118,61,20,1528,2,5,5,At Risk
2980,52,6,35,3,2,1,Needs Attention
1839,25,7,141,4,2,2,New / Promising
10722,63,15,546,2,4,3,At Risk
2632,10,13,500,5,3,3,Loyal
9014,65,6,61,2,2,2,Hibernating
7620,71,6,106,2,2,2,Hibernating
10968,0,22,704,5,5,4,Champions
11133,3,14,424,5,3,3,Loyal
2736,88,21,849,1,5,4,At Risk
1876,15,5,85,5,2,2,New / Promising
5959,80,9,199,1,3,3,Hibernating
1092,17,16,1147,5,4,4,Champions
4333,76,6,54,2,2,1,Hibernating
3850,52,4,43,3,1,1,Needs Attention
6168,28,4,53,4,1,1,New / Promising
607,31,16,521,4,4,3,Loyal
10469,42,17,1623,3,4,5,Needs Attention
6983,24,5,45,4,2,1,New / Promising
3661,42,18,1435,3,4,5,Needs Attention
9303,12,1,32,5,1,1,New / Promising
692,88,3,16,1,1,1,Hibernating
736,67,5,52,2,2,1,Hibernating
9589,54,17,1234,3,4,5,Needs Attention
4838,40,3,15,3,1,1,Needs Attention
9246,73,13,415,2,3,3,Hibernating
6261,81,15,470,1,4,3,At Risk
7366,12,20,1438,5,5,5,Champions
10659,7,7,53,5,2,1,New / Promising
1448,33,6,51,4,2,1,New / Promising
4286,24,19,679,4,4,4,Champions
4749,55,16,586,3,4,3,Needs Attention
4478,87,18,653,1,4,4,At Risk
4201,39,14,468,3,3,3,Needs Attention
8720,53,1,1679,3,1,5,Needs Attention
10084,9,5,50,5,2,1,New / Promising
7004,82,6,84,1,2,2,Hibernating
9817,71,25,1049,2,5,4,At Risk
8080,50,3,22,3,1,1,Needs Attention
9432,23,7,62,4,2,2,New / Promising
8372,81,3,30,1,1,1,Hibernating
10870,46,16,1341,3,4,5,Needs Attention
4001,56,15,444,3,4,3,Needs Attention
7270,91,18,1241,1,4,5,At Risk
8235,8,21,843,5,5,4,Champions
9405,40,8,172,3,2,2,Needs Attention
